frame,rods,integrate_ms,sleep_ms,broadphase_ms,warmstart_ms,buildIslands_ms,solve_ms,floorSolve_ms,posCorrect_ms,pbcWrap_ms,render_ms,contacts,islands
4030,100,0.047668,0.013043,58.4759,0.001128,0.059833,0.001078,0,0.001501,0.403875,0.183583,0,0
4031,100,0.053622,0.013333,60.0302,0.001294,0.063042,0.000873,0,0.00159,0.410792,0.176042,0,0
4032,100,0.049959,0.013086,60.2585,0.001248,0.060874,0.00108,0,0.001542,0.406668,0.179958,0,0
4033,100,0.047787,0.013164,59.3032,0.001456,0.061463,0.000916,0,0.001421,0.411917,0.176917,0,0
4034,100,0.050044,0.013083,57.9871,0.001417,0.060458,0.000876,0,0.001666,0.405,0.179833,0,0
4035,100,0.05254,0.013166,58.8268,0.001208,0.060792,0.000957,0,0.00138,0.407623,0.179459,0,0
4036,100,0.157209,0.012796,57.4022,0.0015,0.06583,0.000877,0,0.001707,0.417746,0.170583,0,0
4037,100,0.051749,0.012583,57.156,0.001295,0.061126,0.000916,0,0.001501,0.397507,0.1755,0,0
4038,100,0.050378,0.012709,57.2736,0.001252,0.05979,0.000832,0,0.001374,0.397789,0.176833,0,0
4039,100,0.050542,0.012458,58.795,0.001584,0.060538,0.001044,0,0.001376,0.397038,0.173333,0,0
4040,100,0.051334,0.013083,59.1264,0.001211,0.0605,0.001045,0,0.001377,0.407047,0.169208,0,0
4041,100,0.049503,0.012918,58.6943,0.001082,0.061333,0.001127,0,0.001668,0.407084,0.178833,0,0
4042,100,0.051582,0.013125,58.7862,0.001209,0.0615,0.001084,0,0.0015,0.406874,0.174792,0,0
4043,100,0.048622,0.013206,59.0593,0.00142,0.068292,0.001329,0,0.001837,0.424419,0.181958,0,0
4044,100,0.050088,0.012876,58.0103,0.001415,0.060378,0.001167,0,0.001665,0.398665,0.18625,0,0
4045,100,0.051293,0.012997,58.9653,0.001288,0.061871,0.001041,0,0.001456,0.406332,0.184583,0,0
4046,100,0.052584,0.013332,58.2522,0.001287,0.061667,0.001086,0,0.001204,0.405748,0.167458,0,0
4047,100,0.049705,0.013001,57.0192,0.001378,0.060958,0.001122,0,0.001501,0.397665,0.183459,0,0
4048,100,0.04775,0.012874,59.005,0.001166,0.059833,0.001166,0,0.001667,0.39704,0.172583,0,0
4049,100,0.049164,0.012541,57.1889,0.001252,0.059332,0.00096,0,0.001587,0.397085,0.169541,0,0
4050,100,0.050748,0.012664,57.2802,0.001084,0.059622,0.001002,0,0.001411,0.397372,0.178583,0,0
4051,100,0.051833,0.013084,58.2467,0.001208,0.060498,0.000959,0,0.0015,0.405962,0.184958,0,0
4052,100,0.055623,0.013,59.1048,0.001381,0.065876,0.000919,0,0.00142,0.406795,0.181625,0,0
4053,100,0.04996,0.013126,58.9461,0.001623,0.062124,0.00104,0,0.001333,0.407,0.18125,0,0
4054,100,0.049998,0.012748,57.4148,0.000918,0.061539,0.000831,0,0.001459,0.398208,0.186583,0,0
4055,100,0.049919,0.013001,58.2251,0.00125,0.062121,0.000956,0,0.001461,0.403205,0.179584,0,0
4056,100,0.053583,0.013504,57.4821,0.001458,0.064505,0.000876,0,0.001752,0.414836,0.174291,0,0
4057,100,0.0505,0.013004,58.6121,0.00104,0.064083,0.001039,0,0.001456,0.403332,0.170666,0,0
4058,100,0.050666,0.012789,58.5629,0.001457,0.060627,0.001001,0,0.001418,0.396707,0.178875,0,0
4059,100,0.047712,0.012835,58.6296,0.001039,0.060042,0.000709,0,0.001459,0.40162,0.178458,0,0
4060,100,0.052833,0.013084,58.8936,0.001206,0.062834,0.001001,0,0.001584,0.409081,0.181834,0,0
4061,100,0.049583,0.013207,59.1663,0.001246,0.061424,0.000749,0,0.001338,0.411174,0.18175,0,0
4062,100,0.048585,0.012873,58.5495,0.001333,0.061414,0.000997,0,0.001496,0.406501,0.176709,0,0
4063,100,0.050667,0.013085,58.4741,0.001331,0.061499,0.001083,0,0.001455,0.405371,0.188542,0,0
4064,100,0.049704,0.01287,57.7106,0.001081,0.059999,0.001124,0,0.001504,0.402461,0.180459,0,0
4065,100,0.051373,0.013084,60.3071,0.001293,0.06087,0.001206,0,0.00154,0.406041,0.183584,0,0
4066,100,0.049418,0.012956,58.8393,0.001458,0.061125,0.000957,0,0.001626,0.402251,0.188916,0,0
4067,100,0.051504,0.013292,60.6899,0.001206,0.060707,0.001,0,0.001743,0.40858,0.168042,0,0
4068,100,0.050666,0.012836,57.0976,0.001078,0.062835,0.001211,0,0.001586,0.397372,0.17925,0,0
4069,100,0.051085,0.012837,58.6225,0.001503,0.061127,0.001001,0,0.001541,0.404624,0.183333,0,0
4070,100,0.052709,0.01304,58.6037,0.001331,0.061996,0.000876,0,0.001704,0.415083,0.186458,0,0
4071,100,0.052211,0.012713,57.8307,0.001456,0.061878,0.001001,0,0.001545,0.400875,0.186583,0,0
4072,100,0.051085,0.013003,58.6629,0.001335,0.06287,0.001083,0,0.001623,0.407707,0.183625,0,0
4073,100,0.048584,0.012702,58.2188,0.001207,0.062249,0.000791,0,0.001542,0.403708,0.17675,0,0
4074,100,0.053626,0.013209,59.3327,0.001375,0.062961,0.001002,0,0.001583,0.410502,0.176584,0,0
4075,100,0.051166,0.012959,58.9408,0.00104,0.061583,0.00104,0,0.001584,0.405748,0.174917,0,0
4076,100,0.052413,0.013331,60.0059,0.001334,0.062208,0.000875,0,0.0015,0.41071,0.229834,0,0
4077,100,0.054332,0.013165,58.9945,0.001455,0.061499,0.001,0,0.001456,0.408541,0.176125,0,0
4078,100,0.053543,0.013122,57.4153,0.001203,0.061039,0.00125,0,0.001291,0.398374,0.17475,0,0
4079,100,0.051794,0.012794,57.0124,0.001457,0.061711,0.001247,0,0.001501,0.397664,0.176708,0,0
4080,100,0.050875,0.012835,57.1183,0.001166,0.060667,0.001042,0,0.001461,0.397083,0.176209,0,0
4081,100,0.049456,0.012749,57.1932,0.001167,0.060039,0.00104,0,0.001627,0.397746,0.178416,0,0
4082,100,0.052248,0.012873,57.7488,0.001538,0.06196,0.001042,0,0.001294,0.401334,0.186375,0,0
4083,100,0.049956,0.012955,60.3434,0.001129,0.061042,0.000794,0,0.001456,0.406589,0.185083,0,0
4084,100,0.053623,0.013331,59.3003,0.00146,0.063794,0.000959,0,0.001457,0.410994,0.188875,0,0
4085,100,0.051665,0.012832,59.006,0.001463,0.061627,0.000996,0,0.001585,0.402418,0.181583,0,0
4086,100,0.052751,0.013249,59.3064,0.001291,0.062873,0.001037,0,0.001455,0.410374,0.183375,0,0
4087,100,0.049126,0.012876,57.2682,0.001328,0.061793,0.001129,0,0.001712,0.398292,0.184958,0,0
4088,100,0.050332,0.012705,57.9868,0.00138,0.060914,0.000996,0,0.001661,0.402333,0.168041,0,0
4089,100,0.050455,0.01271,57.1933,0.001454,0.062002,0.00096,0,0.001459,0.397544,0.178125,0,0
4090,100,0.050456,0.012749,57.4412,0.001212,0.061499,0.000919,0,0.001585,0.397378,0.173708,0,0
4091,100,0.053706,0.013003,57.1215,0.001332,0.06125,0.000794,0,0.001709,0.396752,0.17125,0,0
4092,100,0.049667,0.012954,58.9452,0.001502,0.061667,0.000871,0,0.001585,0.398918,0.178666,0,0
4093,100,0.05096,0.012793,57.0621,0.001371,0.0605,0.000917,0,0.001588,0.397918,0.179042,0,0
4094,100,0.05083,0.012666,57.4722,0.001371,0.061663,0.00104,0,0.001746,0.397412,0.175791,0,0
4095,100,0.053168,0.012962,59.1959,0.001544,0.06321,0.000999,0,0.001543,0.40642,0.192125,0,0
4096,100,0.052835,0.013378,58.6485,0.001209,0.062039,0.001248,0,0.00149,0.406703,0.174375,0,0
4097,100,0.052708,0.013249,59.057,0.001248,0.061379,0.00096,0,0.00133,0.411828,0.176792,0,0
4098,100,0.049919,0.013085,58.7023,0.001292,0.061666,0.00121,0,0.001496,0.406503,0.186958,0,0
4099,100,0.052916,0.012835,56.9053,0.001291,0.060874,0.000876,0,0.001501,0.396792,0.176583,0,0
4100,100,0.04925,0.013082,58.0673,0.001171,0.06133,0.000833,0,0.001375,0.397249,0.175042,0,0
4101,100,0.052876,0.013381,57.1007,0.001628,0.059835,0.001083,0,0.001376,0.398081,0.174667,0,0
4102,100,0.049792,0.012792,57.5942,0.001415,0.061837,0.001206,0,0.001459,0.39813,0.177667,0,0
4103,100,0.049123,0.012788,57.3646,0.00125,0.060582,0.001164,0,0.00146,0.397788,0.178042,0,0
4104,100,0.048001,0.013253,58.5905,0.001375,0.061372,0.000789,0,0.00158,0.40633,0.172625,0,0
4105,100,0.051542,0.013124,58.5581,0.001251,0.060626,0.000956,0,0.001664,0.406293,0.175541,0,0
4106,100,0.05267,0.012874,58.5747,0.001166,0.06271,0.001126,0,0.001624,0.405333,0.175959,0,0
4107,100,0.052995,0.013209,59.3861,0.00121,0.061877,0.001418,0,0.001253,0.410459,0.171125,0,0
4108,100,0.05196,0.013001,59.0546,0.001414,0.06263,0.001084,0,0.001421,0.411667,0.189375,0,0
4109,100,0.052497,0.013003,58.8944,0.001248,0.061538,0.000792,0,0.001373,0.40625,0.167333,0,0
4110,100,0.051794,0.012752,60.0211,0.001293,0.061669,0.000999,0,0.001542,0.397458,0.179417,0,0
4111,100,0.051038,0.012751,57.0153,0.001044,0.061295,0.000999,0,0.001539,0.397125,0.172791,0,0
4112,100,0.049333,0.012626,57.366,0.001251,0.059542,0.001165,0,0.001419,0.398,0.171125,0,0
4113,100,0.050625,0.012791,58.664,0.001121,0.061043,0.001209,0,0.001504,0.398089,0.176125,0,0
4114,100,0.049956,0.012952,57.1812,0.001291,0.059955,0.001042,0,0.001418,0.396581,0.174375,0,0
4115,100,0.047879,0.013127,57.8999,0.001375,0.060624,0.001376,0,0.001416,0.403202,0.169959,0,0
4116,100,0.051043,0.012875,58.3665,0.001252,0.062499,0.001044,0,0.001292,0.40517,0.188709,0,0
4117,100,0.050877,0.01308,58.6197,0.001208,0.061709,0.001044,0,0.001543,0.406335,0.174,0,0
4118,100,0.055043,0.013256,59.7766,0.001124,0.064003,0.000996,0,0.001502,0.415588,0.187208,0,0
4119,100,0.049629,0.013208,58.7212,0.001297,0.062831,0.001168,0,0.001495,0.408413,0.17825,0,0
4120,100,0.053204,0.012662,57.2607,0.00121,0.062501,0.001169,0,0.001297,0.397376,0.173417,0,0
4121,100,0.046375,0.012914,57.2945,0.001165,0.060998,0.000999,0,0.001331,0.39912,0.166416,0,0
4122,100,0.051332,0.012578,57.0557,0.001457,0.060289,0.000914,0,0.001499,0.396584,0.179334,0,0
4123,100,0.051333,0.01246,57.3044,0.001208,0.059957,0.001003,0,0.001458,0.398331,0.168625,0,0
4124,100,0.050917,0.012667,57.09,0.001204,0.060042,0.000999,0,0.0015,0.396542,0.1775,0,0
4125,100,0.049458,0.013044,57.8805,0.001079,0.061126,0.000916,0,0.001501,0.402084,0.176417,0,0
4126,100,0.052914,0.013039,59.0744,0.001378,0.062376,0.000625,0,0.001333,0.409917,0.184709,0,0
4127,100,0.052875,0.012879,58.0971,0.001288,0.061999,0.001083,0,0.0015,0.404043,0.190333,0,0
4128,100,0.046878,0.012787,57.988,0.001164,0.060295,0.001086,0,0.001586,0.403502,0.175292,0,0
4129,100,0.050252,0.01296,58.527,0.001412,0.097001,0.001166,0,0.001623,0.407584,0.187125,0,0
4130,100,0.050289,0.013292,58.0459,0.001415,0.062126,0.000835,0,0.001583,0.402874,0.168958,0,0
4131,100,0.052166,0.01271,57.0444,0.001373,0.062377,0.001335,0,0.00146,0.398791,0.178292,0,0
4132,100,0.049332,0.012625,57.0976,0.00121,0.061043,0.001164,0,0.001456,0.396125,0.178,0,0
4133,100,0.052291,0.012665,57.1666,0.001293,0.060459,0.000874,0,0.001333,0.398792,0.175458,0,0
4134,100,0.048918,0.012833,59.3147,0.001331,0.062916,0.001044,0,0.00154,0.397253,0.179292,0,0
4135,100,0.051082,0.01312,58.6943,0.001212,0.063333,0.00121,0,0.001499,0.406665,0.187208,0,0
4136,100,0.048833,0.012913,57.8894,0.001212,0.061755,0.000834,0,0.001503,0.399872,0.181833,0,0
4137,100,0.050664,0.013295,59.1632,0.001418,0.063412,0.001164,0,0.001492,0.411247,0.187875,0,0
4138,100,0.051044,0.012999,60.9609,0.001289,0.062043,0.000834,0,0.001374,0.406917,0.186625,0,0
4139,100,0.053208,0.013165,59.0326,0.001335,0.061956,0.000955,0,0.001545,0.412167,0.183209,0,0
4140,100,0.04983,0.013037,58.7714,0.001252,0.060963,0.001041,0,0.001546,0.408461,0.176334,0,0
4141,100,0.052417,0.012673,57.1633,0.00117,0.061082,0.000874,0,0.001585,0.396873,0.177167,0,0
4142,100,0.050255,0.013171,58.9274,0.001417,0.062878,0.000875,0,0.001623,0.408288,0.175792,0,0
4143,100,0.049205,0.012915,58.7987,0.001167,0.062959,0.000957,0,0.001834,0.407252,0.187333,0,0
4144,100,0.052793,0.012921,58.5535,0.001377,0.061878,0.00104,0,0.001625,0.407504,0.186333,0,0
4145,100,0.051878,0.013166,60.6218,0.001381,0.062834,0.001081,0,0.001413,0.41271,0.19425,0,0
4146,100,0.052749,0.012911,58.7016,0.001289,0.061994,0.000998,0,0.001498,0.418373,0.1745,0,0
4147,100,0.049463,0.01296,58.1494,0.001209,0.060004,0.000877,0,0.001418,0.404415,0.182792,0,0
4148,100,0.049417,0.013086,58.7017,0.001374,0.060916,0.000956,0,0.001668,0.408833,0.188833,0,0
4149,100,0.05254,0.013126,58.6521,0.001249,0.061668,0.000957,0,0.001463,0.408293,0.170625,0,0
4150,100,0.049919,0.012747,58.4047,0.001333,0.061121,0.001164,0,0.001623,0.405252,0.186625,0,0
4151,100,0.051333,0.012629,57.3775,0.001372,0.061417,0.001087,0,0.001459,0.398085,0.172041,0,0
4152,100,0.046789,0.012832,57.1695,0.00121,0.059879,0.001212,0,0.001589,0.398127,0.1735,0,0
4153,100,0.051373,0.012626,57.1022,0.00112,0.059999,0.001001,0,0.001538,0.396874,0.1745,0,0
4154,100,0.048291,0.012625,57.3788,0.001374,0.060252,0.000915,0,0.001626,0.396998,0.168625,0,0
4155,100,0.04958,0.012918,58.3575,0.001452,0.060333,0.001128,0,0.001542,0.405169,0.186166,0,0
4156,100,0.053205,0.01296,60.0978,0.001252,0.062919,0.001085,0,0.001332,0.411248,0.185917,0,0
4157,100,0.054631,0.013043,58.6467,0.001335,0.063878,0.001043,0,0.001375,0.406625,0.169959,0,0
4158,100,0.051333,0.013413,59.2847,0.001337,0.062541,0.001043,0,0.001792,0.409459,0.173792,0,0
4159,100,0.050332,0.013043,58.1768,0.00133,0.062086,0.001168,0,0.001463,0.404667,0.186166,0,0
4160,100,0.048246,0.013079,60.6002,0.001249,0.062955,0.000961,0,0.001371,0.407623,0.190125,0,0
4161,100,0.051753,0.01317,58.5324,0.001292,0.06308,0.000834,0,0.001666,0.406081,0.188791,0,0
4162,100,0.054083,0.012705,57.1533,0.001211,0.061379,0.001168,0,0.001585,0.397334,0.177,0,0
4163,100,0.049873,0.012663,57.243,0.001253,0.060293,0.001122,0,0.001417,0.397586,0.173083,0,0
4164,100,0.049875,0.012917,58.6881,0.001459,0.061207,0.001086,0,0.001669,0.408085,0.174542,0,0
4165,100,0.050874,0.012917,58.5515,0.001248,0.060588,0.001084,0,0.001588,0.404547,0.175875,0,0
4166,100,0.052666,0.012918,58.7805,0.001291,0.062833,0.00121,0,0.001543,0.407668,0.187709,0,0
4167,100,0.050459,0.012918,61.2572,0.001254,0.062081,0.001045,0,0.001714,0.418041,0.187708,0,0
4168,100,0.053205,0.012961,60.2169,0.001247,0.062584,0.001253,0,0.001457,0.41096,0.179666,0,0
4169,100,0.050041,0.012708,58.8164,0.001252,0.061287,0.001127,0,0.00158,0.40729,0.184083,0,0
4170,100,0.048335,0.013003,59.5478,0.001299,0.060122,0.000662,0,0.0015,0.403417,0.186166,0,0
4171,100,0.052168,0.013081,59.1442,0.001285,0.061834,0.000958,0,0.001294,0.407499,0.183709,0,0
4172,100,0.055333,0.013041,57.781,0.001124,0.062915,0.001248,0,0.001581,0.404958,0.194708,0,0
4173,100,0.052499,0.013255,59.7115,0.001378,0.064248,0.001167,0,0.001372,0.428123,0.1835,0,0
4174,100,0.053581,0.013374,60.0389,0.001293,0.064292,0.00117,0,0.001496,0.416877,0.188792,0,0
4175,100,0.055378,0.013462,62.1315,0.001412,0.06254,0.000956,0,0.001417,0.41354,0.183167,0,0
4176,100,0.052169,0.013208,59.1705,0.001249,0.061461,0.001003,0,0.001752,0.411333,0.180166,0,0
4177,100,0.052825,0.013502,60.1351,0.001416,0.064458,0.000918,0,0.001545,0.415172,0.194125,0,0
4178,100,0.054373,0.013583,59.948,0.001453,0.06571,0.000959,0,0.001461,0.415879,0.190584,0,0
4179,100,0.052124,0.013041,59.3033,0.001463,0.062126,0.000709,0,0.001626,0.40925,0.173333,0,0
4180,100,0.051955,0.013124,59.1524,0.001504,0.061494,0.001121,0,0.001747,0.411831,0.167,0,0
4181,100,0.050546,0.015582,58.7099,0.001334,0.062004,0.001002,0,0.001547,0.408337,0.186541,0,0
4182,100,0.05321,0.01296,58.88,0.001208,0.062746,0.000997,0,0.001579,0.407084,0.172875,0,0
4183,100,0.053415,0.012586,58.6293,0.001412,0.061127,0.001045,0,0.001502,0.397502,0.175042,0,0
4184,100,0.052873,0.012665,60.5525,0.001167,0.059957,0.001166,0,0.001584,0.39704,0.179959,0,0
4185,100,0.051873,0.013043,60.5974,0.001369,0.061539,0.000876,0,0.001378,0.400917,0.177833,0,0
4186,100,0.049583,0.013331,58.6326,0.001295,0.061212,0.00079,0,0.001625,0.40754,0.2,0,0
4187,100,0.051169,0.01304,58.7246,0.001334,0.06225,0.001122,0,0.001334,0.408294,0.188083,0,0
4188,100,0.050085,0.013004,57.9225,0.001206,0.061584,0.001004,0,0.00129,0.402458,0.17725,0,0
4189,100,0.048749,0.013206,58.6942,0.001087,0.06204,0.001254,0,0.001335,0.407667,0.172292,0,0
4190,100,0.051167,0.012999,58.8805,0.001168,0.061124,0.001123,0,0.001292,0.405961,0.1705,0,0
4191,100,0.050499,0.013209,58.7545,0.001373,0.063084,0.001164,0,0.00142,0.408498,0.188417,0,0
4192,100,0.051544,0.013207,58.6499,0.001501,0.062081,0.000876,0,0.00146,0.406832,0.178125,0,0
4193,100,0.052876,0.013003,57.1476,0.001291,0.064584,0.001044,0,0.001374,0.39975,0.176959,0,0
4194,100,0.053629,0.013042,58.2755,0.001456,0.061663,0.001082,0,0.001499,0.404872,0.180833,0,0
4195,100,0.049875,0.013251,59.091,0.001172,0.061664,0.000993,0,0.001456,0.420956,0.186334,0,0
4196,100,0.052705,0.013039,59.5344,0.001125,0.061876,0.001084,0,0.001586,0.411671,0.181084,0,0
4197,100,0.052087,0.013256,58.4222,0.001001,0.061707,0.001125,0,0.001663,0.406001,0.188292,0,0
4198,100,0.050624,0.012834,58.66,0.001209,0.061627,0.001082,0,0.001332,0.406208,0.18425,0,0
4199,100,0.054747,0.012959,58.6193,0.001293,0.061333,0.001084,0,0.001503,0.406338,0.177209,0,0
4200,100,0.050422,0.013002,58.0979,0.001249,0.06113,0.001041,0,0.001379,0.404964,0.185417,0,0
4201,100,0.066333,0.013538,59.6692,0.001124,0.061545,0.001124,0,0.001793,0.406745,0.184625,0,0
4202,100,0.054372,0.013039,58.5746,0.001417,0.063252,0.000958,0,0.001414,0.403453,0.179291,0,0
4203,100,0.061955,0.013497,57.4142,0.001374,0.066082,0.001246,0,0.001708,0.415586,0.177125,0,0
4204,100,0.052495,0.01275,57.1246,0.000959,0.061293,0.000873,0,0.001537,0.398164,0.173958,0,0
4205,100,0.049,0.012834,56.9807,0.001332,0.061583,0.001041,0,0.00137,0.397791,0.176958,0,0
4206,100,0.051043,0.012962,57.0298,0.001084,0.072125,0.001043,0,0.001339,0.396836,0.175541,0,0
4207,100,0.048547,0.014044,57.9722,0.001291,0.061333,0.000999,0,0.001662,0.402369,0.173375,0,0
4208,100,0.052086,0.013296,59.4394,0.001328,0.059917,0.001044,0,0.001543,0.407378,0.176042,0,0
4209,100,0.051079,0.01325,59.078,0.001424,0.062499,0.001085,0,0.001585,0.411293,0.17825,0,0
4210,100,0.049751,0.012667,58.9197,0.001164,0.061004,0.001003,0,0.0015,0.404627,0.180083,0,0
4211,100,0.051128,0.013208,58.1787,0.001415,0.060999,0.001127,0,0.001501,0.406082,0.166958,0,0
4212,100,0.053622,0.013163,59.1826,0.001207,0.063328,0.001043,0,0.00175,0.409126,0.17175,0,0
4213,100,0.052127,0.013085,58.3702,0.001334,0.061456,0.00088,0,0.001463,0.407043,0.1645,0,0
4214,100,0.05204,0.012869,57.9406,0.00125,0.06092,0.000998,0,0.001834,0.404205,0.174792,0,0
4215,100,0.052334,0.012877,58.6086,0.001459,0.062876,0.000921,0,0.001416,0.406755,0.179292,0,0
4216,100,0.051251,0.013124,59.2869,0.001248,0.062081,0.000914,0,0.001455,0.408998,0.166125,0,0
4217,100,0.047166,0.01279,57.9701,0.001083,0.059958,0.001125,0,0.001417,0.401003,0.174541,0,0
4218,100,0.05379,0.013163,58.6338,0.001289,0.061501,0.000787,0,0.001375,0.407086,0.167875,0,0
4219,100,0.050376,0.01325,58.5795,0.001166,0.061,0.00104,0,0.001542,0.406998,0.18425,0,0
4220,100,0.051085,0.013087,59.0396,0.001418,0.062253,0.001001,0,0.001626,0.411542,0.175833,0,0
4221,100,0.051707,0.013248,57.9492,0.001292,0.062416,0.001041,0,0.001327,0.40229,0.182542,0,0
4222,100,0.051332,0.013165,58.4874,0.001086,0.06204,0.000961,0,0.001543,0.408751,0.184,0,0
4223,100,0.050542,0.013206,61.8275,0.001246,0.061621,0.000791,0,0.001458,0.406537,0.176125,0,0
4224,100,0.049623,0.012995,57.0225,0.001125,0.063334,0.00175,0,0.001752,0.397754,0.178042,0,0
4225,100,0.052039,0.012788,57.4977,0.001454,0.060333,0.00125,0,0.001377,0.396338,0.173958,0,0
4226,100,0.049295,0.012919,58.3976,0.001044,0.062461,0.00104,0,0.0015,0.405871,0.185542,0,0
4227,100,0.052746,0.013085,61.5179,0.001296,0.061754,0.000957,0,0.001505,0.402128,0.174583,0,0
4228,100,0.052792,0.013293,59.6098,0.001288,0.061872,0.000961,0,0.001455,0.412078,0.174584,0,0
4229,100,0.050872,0.012879,57.862,0.001084,0.061792,0.001083,0,0.001583,0.40138,0.176042,0,0
4230,100,0.052834,0.012959,58.6795,0.001337,0.061622,0.001205,0,0.001539,0.417368,0.17975,0,0
4231,100,0.051786,0.013126,58.4558,0.001248,0.062413,0.001001,0,0.0015,0.405918,0.174417,0,0
4232,100,0.047955,0.012871,58.7465,0.001124,0.061584,0.000792,0,0.001376,0.40646,0.178042,0,0
4233,100,0.052296,0.012795,58.037,0.001333,0.062625,0.001086,0,0.001466,0.404957,0.182667,0,0
4234,100,0.053373,0.012702,57.5283,0.001454,0.061537,0.001247,0,0.001498,0.397414,0.176042,0,0
4235,100,0.051122,0.012542,60.1156,0.00096,0.060748,0.000957,0,0.001252,0.397085,0.175792,0,0
4236,100,0.047787,0.01275,57.3203,0.001287,0.061041,0.000956,0,0.001538,0.397958,0.174041,0,0
4237,100,0.05296,0.01292,57.0013,0.001291,0.060835,0.001085,0,0.001457,0.396081,0.16375,0,0
4238,100,0.048122,0.012873,58.4558,0.001542,0.108544,0.001085,0,0.001793,0.425413,0.177875,0,0
4239,100,0.050212,0.013215,58.9736,0.001164,0.06267,0.000836,0,0.001417,0.410791,0.183333,0,0
4240,100,0.058207,0.012794,58.6581,0.001458,0.060914,0.001001,0,0.001373,0.405332,0.1685,0,0
4241,100,0.05025,0.013209,58.1378,0.00142,0.061544,0.001209,0,0.001421,0.404168,0.184792,0,0
4242,100,0.053169,0.013045,58.7443,0.001374,0.063291,0.001044,0,0.00163,0.407126,0.219042,0,0
4243,100,0.049875,0.012958,57.9976,0.001207,0.061039,0.000916,0,0.001455,0.403042,0.17975,0,0
4244,100,0.050332,0.012876,57.8999,0.001208,0.060376,0.001207,0,0.00129,0.402372,0.169458,0,0
4245,100,0.050876,0.01271,57.5695,0.001165,0.06121,0.001002,0,0.001501,0.398128,0.171416,0,0
4246,100,0.050836,0.012542,57.5646,0.00121,0.059751,0.001085,0,0.001581,0.397124,0.18975,0,0
4247,100,0.050542,0.012623,58.1815,0.001171,0.060916,0.001044,0,0.001418,0.403168,0.170375,0,0
4248,100,0.052828,0.013128,59.2759,0.001166,0.061877,0.000917,0,0.001419,0.413212,0.199041,0,0
4249,100,0.048709,0.012752,58.5006,0.001288,0.062043,0.000752,0,0.001417,0.401206,0.17125,0,0
4250,100,0.051086,0.012916,58.5375,0.001209,0.061706,0.000957,0,0.001414,0.404996,0.17725,0,0
4251,100,0.046537,0.013206,58.2821,0.001251,0.060164,0.000876,0,0.001459,0.406751,0.176,0,0
4252,100,0.057414,0.01279,58.4782,0.001086,0.061333,0.00117,0,0.001503,0.401838,0.180041,0,0
4253,100,0.052625,0.012872,58.123,0.001331,0.060955,0.001086,0,0.001455,0.404083,0.18125,0,0
4254,100,0.051124,0.013169,59.2649,0.001291,0.060541,0.00117,0,0.001623,0.405918,0.176333,0,0
4255,100,0.053499,0.012796,57.1958,0.001207,0.063001,0.001044,0,0.001749,0.397792,0.1785,0,0
4256,100,0.051459,0.012918,58.3407,0.001373,0.060336,0.001082,0,0.001419,0.405544,0.185167,0,0
4257,100,0.052666,0.013165,58.4574,0.001249,0.062458,0.000957,0,0.001581,0.408703,0.174292,0,0
4258,100,0.05204,0.012959,59.615,0.001251,0.06217,0.001169,0,0.001627,0.410418,0.185417,0,0
4259,100,0.054291,0.013248,59.1388,0.001414,0.063586,0.001167,0,0.001499,0.414415,0.18675,0,0
4260,100,0.053499,0.012917,58.5968,0.001376,0.061461,0.00096,0,0.001377,0.406206,0.179417,0,0
4261,100,0.051795,0.012673,58.0911,0.001163,0.061123,0.000877,0,0.001455,0.401377,0.178292,0,0
4262,100,0.052586,0.013127,58.7078,0.001251,0.061752,0.001126,0,0.001419,0.405876,0.17925,0,0
4263,100,0.053459,0.013248,58.745,0.001206,0.062957,0.000999,0,0.001708,0.407711,0.177375,0,0
4264,100,0.052083,0.012916,59.1091,0.001412,0.063582,0.000916,0,0.00154,0.410835,0.18625,0,0
4265,100,0.05579,0.012918,57.8646,0.001333,0.061711,0.000876,0,0.001584,0.401337,0.180042,0,0
4266,100,0.053457,0.013,57.6967,0.001455,0.061786,0.001249,0,0.001578,0.396918,0.173792,0,0
4267,100,0.052125,0.012709,57.1214,0.001458,0.060043,0.000914,0,0.001498,0.399374,0.179416,0,0
4268,100,0.051333,0.012877,57.4198,0.001256,0.059083,0.000787,0,0.001375,0.398208,0.180333,0,0
4269,100,0.051372,0.012795,59.1018,0.001545,0.062918,0.001001,0,0.001502,0.407128,0.187083,0,0
4270,100,0.053954,0.013132,58.5075,0.001291,0.061748,0.001129,0,0.001545,0.40625,0.188417,0,0
4271,100,0.052376,0.013253,58.5777,0.001292,0.061415,0.001209,0,0.001249,0.406834,0.175166,0,0
4272,100,0.053377,0.012877,58.1928,0.001375,0.061332,0.001002,0,0.001334,0.401124,0.1755,0,0
4273,100,0.053414,0.013002,58.9123,0.001419,0.061664,0.001167,0,0.001502,0.406003,0.181875,0,0
4274,100,0.051916,0.013167,60.6644,0.001409,0.061127,0.000963,0,0.001668,0.407794,0.17975,0,0
4275,100,0.052419,0.013294,57.7988,0.001248,0.060791,0.001085,0,0.001667,0.400999,0.177708,0,0
4276,100,0.0525,0.012875,57.7384,0.001419,0.061206,0.001085,0,0.001371,0.397421,0.17925,0,0
4277,100,0.052833,0.013248,58.772,0.001414,0.062209,0.001127,0,0.001376,0.405957,0.18075,0,0
4278,100,0.052835,0.012917,60.9525,0.001251,0.061125,0.001168,0,0.00142,0.404168,0.186,0,0
