run_name,N,AR,seed_id,metric,rod,mu,num_samples,final_frame,final_time,final_displacement,final_path_length,final_orientation_change_deg,max_displacement,max_path_length,max_orientation_change_deg
20260403-112108_N1000_117_696_524_AR10_MinFSA_rod651,1000,10,117_696_524,MinFSA,651,1.0,300,299,0.299,0.0036636578033434927,0.0038306111435434326,0.6103142324130282,0.0036636578033434927,0.0038306111435434326,0.6103142324130282
20260403-112108_N1000_117_696_524_AR10_MinFTA_rod128,1000,10,117_696_524,MinFTA,128,0.0,300,299,0.299,0.027773731267152393,0.027775518832210782,4.148822523098811,0.027773731267152393,0.027775518832210782,4.148822523098811
20260403-112108_N1000_117_696_524_AR10_MinFTA_rod128,1000,10,117_696_524,MinFTA,128,0.1,300,299,0.299,0.021894433225137424,0.021897347903242107,3.720063375700701,0.021894433225137424,0.021897347903242107,3.720063375700701
20260403-112108_N1000_117_696_524_AR10_MinFTA_rod128,1000,10,117_696_524,MinFTA,128,0.2,300,299,0.299,0.010036823513941062,0.01004426924851838,3.509669259749541,0.010036823513941062,0.01004426924851838,3.509669259749541
20260403-112108_N1000_117_696_524_AR10_MinFTA_rod128,1000,10,117_696_524,MinFTA,128,0.4,300,299,0.299,0.010353301961210301,0.010362856884465213,3.1411489501782985,0.010353301961210301,0.010362856884465213,3.1411489501782985
20260403-112108_N1000_117_696_524_AR10_MinFTA_rod128,1000,10,117_696_524,MinFTA,128,1.0,300,299,0.299,0.012922670989389129,0.012930546205483716,2.51066834025096,0.012922670989389129,0.012930546205483716,2.51066834025096
20260403-112108_N1000_117_696_524_AR150_MaxFSA_rod850,1000,150,117_696_524,MaxFSA,850,0.0,300,299,0.299,0.02806194171827744,0.11643740308538497,12.107959897457974,0.02806194171827744,0.11643740308538497,12.394864258858675
20260403-112108_N1000_117_696_524_AR150_MaxFSA_rod850,1000,150,117_696_524,MaxFSA,850,0.1,300,299,0.299,0.027245916065531752,0.06851895949320906,7.1149862097877765,0.028935854618448713,0.06851895949320906,12.690629960987605
20260403-112108_N1000_117_696_524_AR150_MaxFSA_rod850,1000,150,117_696_524,MaxFSA,850,0.2,300,299,0.299,0.004617781095937718,0.06300234651916647,11.70102682676413,0.007606327645454115,0.06300234651916647,12.453153794058851
20260403-112108_N1000_117_696_524_AR150_MaxFSA_rod850,1000,150,117_696_524,MaxFSA,850,0.4,300,299,0.299,0.008511145178529154,0.056754841046150445,12.474894833310273,0.008590219918605108,0.056754841046150445,12.520555570799937
20260403-112108_N1000_117_696_524_AR150_MaxFSA_rod850,1000,150,117_696_524,MaxFSA,850,1.0,300,299,0.299,0.002573538565866034,0.03459147974739555,9.937865276863171,0.004502171948071257,0.03459147974739555,12.280024110496505
20260403-112108_N1000_117_696_524_AR150_MaxFTA_rod538,1000,150,117_696_524,MaxFTA,538,0.0,300,299,0.299,0.06062260583043667,0.06345391315142748,2.9045582734303856,0.06062260583043667,0.06345391315142748,3.1765288060314183
20260403-112108_N1000_117_696_524_AR150_MaxFTA_rod538,1000,150,117_696_524,MaxFTA,538,0.1,300,299,0.299,0.06635164546657826,0.06685394672228039,2.600698663884889,0.06635164546657826,0.06685394672228039,2.66660322870776
20260403-112108_N1000_117_696_524_AR150_MaxFTA_rod538,1000,150,117_696_524,MaxFTA,538,0.2,300,299,0.299,0.05165329738022542,0.051653511810320386,1.9866482987076597,0.05165329738022542,0.051653511810320386,1.9866482987076597
20260403-112108_N1000_117_696_524_AR150_MaxFTA_rod538,1000,150,117_696_524,MaxFTA,538,0.4,300,299,0.299,0.007569605026023424,0.007573689712217264,4.725457480780541,0.007569605026023424,0.007573689712217264,4.725457480780541
20260403-112108_N1000_117_696_524_AR150_MaxFTA_rod538,1000,150,117_696_524,MaxFTA,538,1.0,300,299,0.299,4.564537216402951e-05,9.927369935993663e-05,0.026050735906195506,4.62871472441074e-05,9.927369935993663e-05,0.02638854253683756
20260403-112108_N1000_117_696_524_AR150_MinFSA_rod14,1000,150,117_696_524,MinFSA,14,0.0,300,299,0.299,0.018041005726454767,0.01806780094996604,0.008795376548131917,0.018041005726454767,0.01806780094996604,0.012869654380367542
20260403-112108_N1000_117_696_524_AR150_MinFSA_rod14,1000,150,117_696_524,MinFSA,14,0.1,300,299,0.299,3.061435774270679e-05,0.00014005815807782143,0.004998993579963761,4.058263452512722e-05,0.00014005815807782143,0.008275389079927212
20260403-112108_N1000_117_696_524_AR150_MinFSA_rod14,1000,150,117_696_524,MinFSA,14,0.2,300,299,0.299,1.5477733199665194e-05,0.00011851599681424269,0.0027533949917593202,2.974214013819864e-05,0.00011851599681424269,0.006582290506983172
20260403-112108_N1000_117_696_524_AR150_MinFSA_rod14,1000,150,117_696_524,MinFSA,14,0.4,300,299,0.299,1.0672998641443498e-05,0.00014806394974994816,0.001089663715527498,3.563597199460179e-05,0.00014806394974994816,0.007497329557315886
20260403-112108_N1000_117_696_524_AR150_MinFSA_rod14,1000,150,117_696_524,MinFSA,14,1.0,300,299,0.299,7.427119226173357e-06,0.00012107620030361236,0.0017562713276097972,2.1074644125134996e-05,0.00012107620030361236,0.006021332387847996
